"Freq [GHz]","o [mm]","w [mm]","mag(S(2:1,1)) []","mag(S(2:2,1)) []","mag(S(2:2,2:1)) []","ang_rad(S(2:1,2:1)) [rad]","ang_rad(S(2:2,2:2)) [rad]","partialMagS(2:1,1,w) []","partialMagS(2:2,1,w) []","partialMagS(2:2,2:1,w) []","partialMagS(2:1,1,o) []","partialMagS(2:2,1,o) []","partialMagS(2:2,2:1,o) []","ang_rad(S(1,1)) [rad]","partialPhaseS(1,1,w) []"
10,1.64285714285714,8,0.194773302178137,0.041055393183814,0.0513172956791173,2.89278515838852,3.12444729339222,0.0738362925170324,0.0152852117114402,0.0150105949762453,-0.00206802191852856,0.0244627639224643,0.0300713244245938,2.79050883735517,-0.105937090345767
10,1.64285714285714,8.28571428571429,0.21693502719695,0.0456452656639125,0.0558181364956095,2.86980601125745,3.12254884852357,0.0786591627793023,0.0161821181778702,0.0155793791207905,-0.00226085802798531,0.0271679714974699,0.0326635701139758,2.75886746550399,-0.112004962532545
10,1.64285714285714,8.57142857142857,0.240110762136355,0.0504535538417721,0.0603824312496787,2.84614252560105,3.1205946284123,0.0832232197864892,0.0170752700855558,0.0162626337898739,-0.00260577914493461,0.0300274207044463,0.0353581851062358,2.72574044783995,-0.117743431649271
10,1.64285714285714,8.85714285714286,0.264974840389515,0.0554692899180078,0.0651556883735432,2.82041719696387,3.11844796821455,0.0880708736222838,0.0179664968602366,0.0169064007786036,-0.00281663565647024,0.0330188430489825,0.0381629510828056,2.69038843513419,-0.124072850866413
10,1.64285714285714,9.14285714285714,0.29083121693208,0.0607747618411955,0.0701932523992121,2.79379432502375,3.11616295904128,0.0923185436327633,0.018723748313284,0.0173692933588553,-0.00312588471973697,0.0361665827633767,0.0410909556009661,2.6543833997763,-0.12995122549973
10,1.64285714285714,9.42857142857143,0.31757243179725,0.0660942464724458,0.0750520419713138,2.76673820094459,3.11392108170852,0.0963268812305499,0.0195040009861119,0.0179430215281476,-0.00362479821356728,0.0393767019044995,0.0439858878554286,2.6163201278732,-0.135628720750691
10,1.64285714285714,9.71428571428571,0.345663425003128,0.0717875635966658,0.0802822407577611,2.73791308641742,3.11141709756182,0.100319658503821,0.0201663431490309,0.0183027647078067,-0.00387311642066262,0.0427301102357548,0.0470111104911361,2.57675981448127,-0.141844950076332
10,1.64285714285714,10,0.375588255441968,0.0777805752852883,0.0856823231921781,2.70729181830267,3.10874835119579,0.103391754341866,0.0206575405239316,0.0185615831925099,-0.00425400772059212,0.0462962606597053,0.0501798035434149,2.53392371524864,-0.147060959725813
10,1.85714285714286,8,0.19496128626686,0.0464345049246784,0.057879206837032,2.89324311614835,3.1215814997945,0.0736200034034128,0.017175479535815,0.0167984212384373,-0.00225076409251869,0.0243137386902258,0.029653936841781,2.78950162607457,-0.105709915904601
10,1.85714285714286,8.28571428571429,0.216271057113108,0.0514537809719615,0.0626908242516202,2.87154374523465,3.11959242815307,0.0784004597147937,0.0182103729201566,0.0175351157223605,-0.00244100722547321,0.0269174776814575,0.0321012014714206,2.75853520812756,-0.111634169027771
10,1.85714285714286,8.57142857142857,0.239664689420899,0.0568457058028186,0.0679356327630123,2.8472432738595,3.11733439552152,0.0829769866957105,0.0192117410345574,0.0182729625586532,-0.00283111185705678,0.0297354250138789,0.0347726486774093,2.72540758401475,-0.117444511195066
10,1.85714285714286,8.85714285714286,0.263700452959162,0.0624212675404627,0.0731895079747864,2.82285105497693,3.11507265372358,0.0875554355103547,0.0201915747123258,0.0189373968580498,-0.00312120165358961,0.0326256474599785,0.037421397687259,2.69121981331174,-0.123607049168211
10,1.85714285714286,9.14285714285714,0.290161768005132,0.0685484149726528,0.078959235691141,2.79573328263789,3.11252960843871,0.0921871107926973,0.02112966649073,0.0195619462233486,-0.00353598287759847,0.0358064311511111,0.040351051827946,2.65386851609836,-0.129994684556289
10,1.85714285714286,9.42857142857143,0.317047055875645,0.0745958299282705,0.0844570925251834,2.76848639057623,3.11004792878409,0.0960076730693932,0.0219042603604503,0.0200874065122376,-0.0037915252733368,0.0390498353807679,0.0432862809725178,2.6155623783795,-0.135514500739666
10,1.85714285714286,9.71428571428571,0.344726769601352,0.0809501520602752,0.090219500233446,2.74060561790365,3.10745544032349,0.100123009021343,0.0226522947041135,0.0205313269618439,-0.00433184079582345,0.0422938393795728,0.0461323184243846,2.576033982165,-0.141789343311534
10,1.85714285714286,10,0.374355282430155,0.0875658576505217,0.0962534043094533,2.70973843825457,3.10455984896508,0.103397781025491,0.0234211181712699,0.0210872525872523,-0.00476708611715466,0.0457705125151773,0.0492581395411239,2.53438890276795,-0.14742258722266
10,2.07142857142857,8,0.194477074484781,0.0516053906501588,0.0641161144247605,2.89442734804783,3.11854449921754,0.0735301619057517,0.0191220471992934,0.0185923284400799,-0.00252944211149999,0.0240538776927991,0.0291112110352196,2.78982170614887,-0.106047166442864
10,2.07142857142857,8.28571428571429,0.215546328653337,0.0569693982025591,0.0692162794227567,2.8730416844927,3.1164362483578,0.0780973541168202,0.0202044781940675,0.0193901005032632,-0.00276463132510461,0.0266192035278876,0.0315114482095167,2.75918527011796,-0.111675107266579
10,2.07142857142857,8.57142857142857,0.239006601053219,0.0631230410584553,0.0753103548296854,2.84878189663979,3.11380005859956,0.0829427989059088,0.0213817665245808,0.0202482214483117,-0.00325567932546693,0.0293890656865314,0.034081093499022,2.72578297576752,-0.118099714893071
10,2.07142857142857,8.85714285714286,0.263100389836674,0.069469440517535,0.0812916338903955,2.82436095266455,3.11122457777144,0.0872623819376141,0.0224228013102972,0.0209806511205497,-0.00359506631364154,0.0322794618898789,0.0367253749223061,2.691322301702,-0.123448115674509
10,2.07142857142857,9.14285714285714,0.288619207752332,0.0760104889337487,0.0874170199976184,2.79803575802862,3.10853794922517,0.0917863424165027,0.0234125510986632,0.0216281208700651,-0.00378629488544176,0.03536682002618,0.0395956115687567,2.65571176864873,-0.12976059195051
10,2.07142857142857,9.42857142857143,0.315549799925108,0.0828357332236659,0.0935931742779853,2.77112445571859,3.10584182951463,0.0959603735589646,0.0244577776681741,0.0224364838488646,-0.00427672446247725,0.0385147101158546,0.0423569923193611,2.61711690117661,-0.135555645883399
10,2.07142857142857,9.71428571428571,0.344276681385827,0.0901933520551612,0.100348554289294,2.74185076233019,3.10276442919174,0.0995060119921883,0.0251813351749335,0.0227539855035619,-0.00492281519866822,0.0418682106105201,0.045322110749332,2.57596290411751,-0.141463155928196
10,2.07142857142857,10,0.37255945430699,0.0972771461716748,0.106656182007624,2.71297042259563,3.09989654412864,0.102830728152122,0.0258652787054568,0.0230968216638801,-0.00533117763597499,0.045170489430225,0.0482298309024665,2.53567788013819,-0.147162990751242
10,2.28571428571429,8,0.193217642701499,0.0566378506001998,0.0701694421960236,2.8969143060416,3.11520279002202,0.0731047271640139,0.0209529226925709,0.0203281466913313,-0.00272846204488114,0.0236877365078545,0.0283799374329662,2.79022700208197,-0.105685523401259
10,2.28571428571429,8.28571428571429,0.21471940743699,0.062667096041358,0.0760387315446967,2.87499463856188,3.11275348095937,0.077749034608754,0.0222025877570365,0.0212608630734635,-0.00304057359468636,0.0262743488088051,0.03079148378399,2.75968596502766,-0.111454261167292
10,2.28571428571429,8.57142857142857,0.238152542148853,0.069334686683532,0.0823054077164908,2.85104606525117,3.11005142101421,0.0827686974954158,0.0235471891229303,0.0223405624827694,-0.00364661952006086,0.0290489497781308,0.0333486705488696,2.72562970790234,-0.117630949823782
10,2.28571428571429,8.85714285714286,0.262945885485647,0.0764286918682637,0.0890366045664338,2.82570862914476,3.10711561153185,0.08726902757711,0.0247337095929961,0.0231167361532002,-0.0038163232449953,0.0320202602608577,0.0360864393262402,2.69022831166783,-0.123869353965213
10,2.28571428571429,9.14285714285714,0.288174697514656,0.0835211463794411,0.095645318405869,2.79983545641905,3.10420708437285,0.0914282993969673,0.025745195940717,0.0237341978997748,-0.0042189557791341,0.0349739387392377,0.0387690804924504,2.65459900713884,-0.129622362389366
10,2.28571428571429,9.42857142857143,0.315270638392769,0.0911981115969377,0.102756937276788,2.77241815367998,3.10104700617553,0.0954527373696965,0.0267464574917523,0.0243590767402852,-0.00468278833461199,0.0381440325833569,0.0415812103107551,2.61600166464297,-0.135542437000733
10,2.28571428571429,9.71428571428571,0.342472924282092,0.0987118101156078,0.109477128681418,2.74512142506352,3.09810699052991,0.0989884833519221,0.0276309266344307,0.0249807433704989,-0.00488983439191739,0.0414745275518772,0.0445780409988305,2.5770321243783,-0.140737133626645
10,2.28571428571429,10,0.37032551607811,0.106316664466622,0.116160417922605,2.71735341827325,3.09518113491172,0.102737547046443,0.0285312773067313,0.0255708354886002,-0.00584343724883751,0.0444556457397666,0.0469951633696475,2.53672268318247,-0.147201868786383
10,2.5,8,0.193273709847777,0.0618486963505042,0.0764471882969799,2.89753591291371,3.1114282778932,0.0727504327619677,0.0228029706879768,0.0220937245700739,-0.00299357457379759,0.0234595580687875,0.027823202368649,2.7893655130524,-0.105367265856276
10,2.5,8.28571428571429,0.214463122897738,0.068385014749442,0.0825882035568381,2.87601030077722,3.10881348687323,0.0776230040312031,0.024167434633035,0.0230710224431168,-0.00336765377261805,0.0259713077943037,0.030140591722009,2.75847062800125,-0.111539119029645
10,2.5,8.57142857142857,0.237562945032172,0.0755759142649127,0.0895111981032134,2.85234730304757,3.10576948573753,0.0822683674818776,0.0256098481365625,0.024143297359501,-0.00376427978024314,0.0286938286737442,0.0326415012398496,2.72571605589945,-0.117570327715899
10,2.5,8.85714285714286,0.260985140540414,0.082910463220139,0.0963005462074968,2.82915059249869,3.1028167780776,0.0868430329863292,0.0269104547735362,0.0250684118471792,-0.00416537246491476,0.0314240014758023,0.0350390681832427,2.69161170622121,-0.123721448878737
10,2.5,9.14285714285714,0.287618114313214,0.091125956741478,0.104009615076898,2.80184191905097,3.09937365887672,0.0911182281015468,0.0281086097783182,0.025877476061145,-0.00470101262149355,0.0345137007519992,0.037826987588906,2.65392797771255,-0.129468169278471
10,2.5,9.42857142857143,0.313870750259102,0.0992089811538707,0.111466694208702,2.77511443774546,3.09604530644011,0.0951842539964043,0.0291886765760817,0.0264810739714641,-0.00522607824560827,0.0375691195324017,0.0405454323241598,2.61688846810614,-0.135841274550466
10,2.5,9.71428571428571,0.341895859248772,0.107778422365522,0.119251484875111,2.7471351779825,3.09257348719565,0.098558084272978,0.030172247620192,0.0271456230950086,-0.00583964958061827,0.0407787382736397,0.0432898926302731,2.57642899666677,-0.14103541868903
10,2.5,10,0.370544122547604,0.116600071278371,0.127227568087443,2.71788579242494,3.08895601704384,0.10187920008506,0.0308520383626759,0.0273868940093167,-0.00628250396986208,0.0440760206390464,0.046159636605023,2.53548400023139,-0.146655881571774
10,2.71428571428571,8,0.19246770344946,0.0667715068159404,0.0822173932800111,2.89939844440654,3.10759086016184,0.0727323143163498,0.0247217536614226,0.02385085833684,-0.00325506584082333,0.0231057489029351,0.027089188282533,2.78969983298485,-0.105738827560542
10,2.71428571428571,8.28571428571429,0.213574617068338,0.0738260301155501,0.0888855746125864,2.87800099993985,3.10465364812735,0.0772843897691019,0.0261730102536924,0.02493788916499,-0.00368299912922223,0.0255688137446694,0.0293304499779671,2.75867036948389,-0.111473860689026
10,2.71428571428571,8.57142857142857,0.23666072315087,0.0816981056012099,0.0964339338997664,2.85452156243094,3.10124929800066,0.0819132402109717,0.0275695275582783,0.0258343378141059,-0.00421027210232337,0.028172325128444,0.03163733110918,2.72564018211175,-0.117734376877575
10,2.71428571428571,8.85714285714286,0.260538935157671,0.0897232389188875,0.103976154124972,2.83042993565817,3.09785789643562,0.086385421225411,0.0289971337733113,0.0268988612660428,-0.00454958072037241,0.0310042275924706,0.0341973588258048,2.69149388611549,-0.123486588798518
10,2.71428571428571,9.14285714285714,0.285444500101548,0.098087367684499,0.111691170932919,2.80546198640809,3.09440284901074,0.0906473782882536,0.030288251239988,0.0277502899112949,-0.00497744312547839,0.0339132811588078,0.0367732240096674,2.65592158625771,-0.129376711803116
10,2.71428571428571,9.42857142857143,0.312544332827796,0.106995252270132,0.119854515036917,2.77805549636132,3.09073500856828,0.0948982222991719,0.0316172635230673,0.0286360979380376,-0.00556126465758785,0.0369788714070688,0.0394448914036779,2.61714262251495,-0.135788149838784
10,2.71428571428571,9.71428571428571,0.34102574495181,0.116417863665323,0.128299291505328,2.74933097687793,3.08693895305831,0.0984386122127473,0.0325484887526695,0.0291375625559985,-0.00611602500934294,0.040246362428716,0.042280900189267,2.57615745909146,-0.141335643734782
10,2.71428571428571,10,0.36934405360949,0.125896188198279,0.136715219862682,2.72120157362096,3.08313514397165,0.101703090773277,0.0335013396504707,0.0296952461483065,-0.00691428632845638,0.0433901654540765,0.0448861557677786,2.53499438014754,-0.146911762611132
10,2.92857142857143,8,0.191578164074081,0.0715855018924204,0.0878268174381202,2.90135549915119,3.10349850515354,0.0722664111721198,0.0264603466723422,0.0254496871979409,-0.00351591835900813,0.0227097650418497,0.0262849773351692,2.78984307019482,-0.105512846193673
10,2.92857142857143,8.28571428571429,0.213314748466461,0.0795086480181058,0.0953852742657563,2.87934264437851,3.10005041355694,0.0768221229775982,0.0279724198359004,0.0264877604069007,-0.003956920634164,0.0252714657549619,0.0286239214852394,2.75819653465726,-0.111224045405815
10,2.92857142857143,8.57142857142857,0.236115055870954,0.0878619046081336,0.103242195273765,2.85663006590246,3.09641741292808,0.081562246867047,0.0296377547198638,0.0277521444724496,-0.00439641589311993,0.0278564796478094,0.030875104323526,2.72481484346862,-0.117407186754173
10,2.92857142857143,8.85714285714286,0.259847060930429,0.0963594621717282,0.11117768877958,2.83248435304257,3.09279113790833,0.085832772339128,0.031042219762498,0.0286651091628121,-0.00493611889129086,0.0305517115723802,0.0332750677951992,2.6909483331696,-0.123162285396396
10,2.92857142857143,9.14285714285714,0.284382310088219,0.105211353070411,0.119411268904123,2.80799569039606,3.08901892864013,0.0905041092332558,0.0325833677124905,0.0296738886437777,-0.00527481104502459,0.0334244765505096,0.0357989697239821,2.6560769165819,-0.130128265256976
10,2.92857142857143,9.42857142857143,0.311560798145678,0.115067791589616,0.128395366455429,2.780733569297,3.08484640717939,0.0943877631254427,0.0338057729612146,0.0304138334858452,-0.00604125977115713,0.036410391552851,0.0383258078606616,2.61661614191367,-0.135845337387349
10,2.92857142857143,9.71428571428571,0.338967798264233,0.124851615307283,0.137151222174485,2.75326892509453,3.08088005947952,0.0981183121527555,0.0349828140568665,0.0311529890295033,-0.00663437082130876,0.0394620704242303,0.0409204292902337,2.5773905984532,-0.141628738841359
10,2.92857142857143,10,0.368295855481582,0.135191712257569,0.146322160514358,2.72383392943811,3.0767239020855,0.100978641885276,0.0357305461621992,0.0314741057763112,-0.00729306841060227,0.0427179965204108,0.0436585124908217,2.53480954417612,-0.146573360212759
10,3.14285714285714,8,0.190829994059653,0.0764739416460311,0.0934553453019831,2.9033661994083,3.09907285139562,0.0719019773107863,0.028196141891896,0.0270106248847826,-0.00374056542467296,0.0223387703062127,0.0254853181310482,2.78989929759075,-0.105341869965284
10,3.14285714285714,8.28571428571429,0.211984513676271,0.084663713998325,0.101208584970959,2.88200958489678,3.09546981228926,0.0767747450068406,0.0300412850278983,0.0283565460786647,-0.00425343879908936,0.0247493258845281,0.0276357683014646,2.75931220610417,-0.11172314520844
10,3.14285714285714,8.57142857142857,0.234723648705201,0.0935646230378208,0.109587775263944,2.85921102386926,3.09145981053634,0.0810709247523752,0.0315290406527266,0.0293830393243552,-0.00467077711628331,0.0273547314979893,0.0299289243346542,2.72580241786302,-0.117202153826709
10,3.14285714285714,8.85714285714286,0.259022124408394,0.102957971791938,0.118300137497414,2.83492072896507,3.0873465029391,0.0856173081630825,0.03313946790664,0.0304028475373938,-0.005111910117576,0.0301129705553402,0.0323317454338735,2.69042446456657,-0.123584944705417
10,3.14285714285714,9.14285714285714,0.28332484123874,0.112379221833724,0.126933532582511,2.81070183975356,3.08329913398756,0.0900752993053898,0.0348213468382354,0.0317441180671268,-0.00571294322475418,0.0327964487897571,0.0346131458399337,2.65567300394746,-0.129497030935113
10,3.14285714285714,9.42857142857143,0.310215682960001,0.122734544796782,0.136308805061335,2.78374433971975,3.07891475836389,0.0938164264659988,0.0359896222643081,0.0323105630179228,-0.00631670938715089,0.0357910438272965,0.0371746413593024,2.61693248707777,-0.135285950291747
10,3.14285714285714,9.71428571428571,0.337892388091793,0.133291244973749,0.145821180906713,2.75624881034659,3.07446996520812,0.0972384714657094,0.0371360106717951,0.0330058327425188,-0.00695471165839513,0.038855864665529,0.0397308183018904,2.57691379737384,-0.140681396200195
10,3.14285714285714,10,0.366272050521895,0.144069034312232,0.155275114512831,2.7281967316637,3.07014243539734,0.100494491643,0.0381970426543812,0.0335507963842142,-0.00778332778236353,0.0419376774007689,0.0422415550286417,2.53522138861553,-0.146533677028003
10,3.35714285714286,8,0.189918531007524,0.0810682345416052,0.0985964769807532,2.90560862662471,3.09467679132865,0.0714695736158441,0.029873698042811,0.0285027742857436,-0.00389267103574868,0.0219804883505231,0.0247054200216895,2.78988328556466,-0.105237591618012
10,3.35714285714286,8.28571428571429,0.210819654856965,0.0898898701014188,0.106946361510566,2.88473995497808,3.09055414823946,0.0764446485442075,0.031899417162504,0.0299878690108153,-0.00459370415998989,0.0242688103343861,0.0266505379941583,2.75908444084403,-0.111789110300778
10,3.35714285714286,8.57142857142857,0.233693006942382,0.0993153050770322,0.115796669046608,2.86171942111792,3.08626030043076,0.080891541119632,0.0335888542291216,0.0311781712074379,-0.00493686085158755,0.0268435896669572,0.0289145555293473,2.72578891005515,-0.11739814884723
10,3.35714285714286,8.85714285714286,0.257660859955227,0.109270700745696,0.125019589602761,2.83776635102753,3.08174551237382,0.0853926639941046,0.0353515134548928,0.0323797191555899,-0.0054759368267126,0.0295236048072807,0.0312256174912036,2.69118132271314,-0.123724945587056
10,3.35714285714286,9.14285714285714,0.281870941839695,0.119397819027324,0.13420325409981,2.81400293411963,3.07727331178528,0.0896693754366624,0.0368856543158143,0.0333512405931473,-0.00626119482100453,0.0321631808785629,0.033393405791803,2.65586732700372,-0.12975617770095
10,3.35714285714286,9.42857142857143,0.308832027408893,0.130362389126457,0.144243779022449,2.78702989553314,3.0724264727528,0.0932209464936323,0.0381342801635884,0.0341260235679301,-0.00662903701100334,0.0351799655720913,0.0359697741410625,2.61676813244402,-0.134870181293521
10,3.35714285714286,9.71428571428571,0.336039546248031,0.141353804178995,0.153943441613256,2.7601090834471,3.06790723084166,0.0972731129176388,0.0397432613684523,0.0351251393579443,-0.00755090203310915,0.0380738095052702,0.0383363173120139,2.57747539468295,-0.141748252759312
10,3.35714285714286,10,0.363829341145811,0.152822463066366,0.164098809170018,2.73284027002267,3.06307053647628,0.099528798281069,0.040404547822528,0.0353803392986626,-0.00822556941913878,0.0410482015658341,0.0407112329170375,2.53657260748712,-0.145618683986175
10,3.57142857142857,8,0.189337923736167,0.0859423954753843,0.104120072745175,2.90722850497522,3.08968872395405,0.0713844754129511,0.0317479555407668,0.0300868027683999,-0.00424506019639223,0.0215210283923229,0.02377087403686,2.78983418098269,-0.105786260735636
10,3.57142857142857,8.28571428571429,0.210334955977962,0.0951735566687406,0.112735985010488,2.88634656749353,3.08537564811204,0.075905166443454,0.0336086204368268,0.0314541128138957,-0.00479980351218904,0.0238410618423218,0.0257619398763988,2.75845763183015,-0.111449985672715
10,3.57142857142857,8.57142857142857,0.232148262998571,0.104909300484121,0.12171049724601,2.86514242500394,3.08082972104034,0.0805870283498315,0.0355164535858465,0.0327751597408903,-0.00518330498099821,0.0262774952134381,0.0277985645134893,2.72646236086797,-0.117577923115021
10,3.57142857142857,8.85714285714286,0.256221501334918,0.115372913049811,0.131450612734528,2.84084748730048,3.07595476023723,0.0848384924800077,0.0372384879089118,0.0339604066291725,-0.00580626274837363,0.0288886632611445,0.0300346025041036,2.69136393025201,-0.12337868349714
10,3.57142857142857,9.14285714285714,0.280918773532656,0.126281302672843,0.141349155642478,2.81659998523276,3.07097429460767,0.0890811614928875,0.0388906521155323,0.0350294020462065,-0.00646960245775709,0.0315295280806914,0.0321835932137947,2.65526182347365,-0.129394874826143
10,3.57142857142857,9.42857142857143,0.307131288529435,0.137653689135559,0.151513621864869,2.79087472560306,3.06600094914047,0.0927215315528209,0.0403196260871033,0.0358982762365934,-0.00694028474224762,0.0344641071463535,0.0346435412836647,2.61722741850563,-0.134898387694535
10,3.57142857142857,9.71428571428571,0.335167174967011,0.149873581954341,0.162541265882286,2.76299175429513,3.06054507267087,0.0962102079613613,0.0416651229195005,0.0366577846747116,-0.00769720050433539,0.0374530197454369,0.0370762819684835,2.57655147523248,-0.140619824182069
